"csv_industry_code","ewb_industry_code","industry_title"
"SIC_0D3721","0D3721","SIC 3721 Aircraft"
"SIC_0D3724","0D3724","SIC 3724 Aircraft engines and engine parts"
"SIC_0D3728","0D3728","SIC 3728 Aircraft parts and equipment, nec"
"SIC_0D373","0D373","SIC 373 Ship and Boat Building and Repairing"
"SIC_0D3731","0D3731","SIC 3731 Ship building and repairing"
"SIC_0D3732","0D3732","SIC 3732 Boat building and repairing"
"SIC_0D374","0D374","SIC 374 Railroad Equipment"
"SIC_0D3743","0D3743","SIC 3743 Railroad equipment"
"SIC_0D375","0D375","SIC 375 Motorcycles, Bicycles, and Parts"
"SIC_0D3751","0D3751","SIC 3751 Motorcycles, bicycles, and parts"
"SIC_0D376","0D376","SIC 376 Guided Missiles, Space Vehicles, Parts"
"SIC_0D3761","0D3761","SIC 3761 Guided missiles and space vehicles"
"SIC_0D3764","0D3764","SIC 3764 Space propulsion units and parts"
"SIC_0D3769","0D3769","SIC 3769 Space vehicle equipment, nec"
"SIC_0D379","0D379","SIC 379 Miscellaneous Transportation Equipment"
"SIC_0D3792","0D3792","SIC 3792 Travel trailers and campers"
"SIC_0D3795","0D3795","SIC 3795 Tanks and tank components"
"SIC_0D3799","0D3799","SIC 3799 Transportation equipment, nec"
"SIC_0D38","0D38","SIC 38 Instruments and Related Products"
"SIC_0D381","0D381","SIC 381 Search and Navigation Equipment"
"SIC_0D3811","0D3811","1972 SIC 3811 Engineering & Scientific Instruments"
"SIC_0D3812","0D3812","SIC 3812 Search and navigation equipment"
"SIC_0D382","0D382","SIC 382 Measuring and Controlling Devices"
"SIC_0D3821","0D3821","SIC 3821 Laboratory apparatus and furniture"
"SIC_0D3822","0D3822","SIC 3822 Environmental controls"
"SIC_0D3823","0D3823","SIC 3823 Process control instruments"
"SIC_0D3824","0D3824","SIC 3824 Fluid meters and counting devices"
"SIC_0D3825","0D3825","SIC 3825 Instruments to measure electricity"
"SIC_0D3826","0D3826","SIC 3826 Analytical instruments"
"SIC_0D3827","0D3827","SIC 3827 Optical instruments and lenses"
"SIC_0D3829","0D3829","SIC 3829 Measuring & controlling devices, nec"
"SIC_0D383","0D383","1972 SIC 383 Optical Instruments and Lenses"
"SIC_0D3832","0D3832","1972 SIC 3832 Optical Instruments and Lenses"
"SIC_0D384","0D384","SIC 384 Medical Instruments and Supplies"
"SIC_0D3841","0D3841","SIC 3841 Surgical and medical instruments"
"SIC_0D3842","0D3842","SIC 3842 Surgical appliances and supplies"
"SIC_0D3843","0D3843","SIC 3843 Dental equipment and supplies"
"SIC_0D3844","0D3844","SIC 3844 X-ray apparatus and tubes"
"SIC_0D3845","0D3845","SIC 3845 Electromedical equipment"
"SIC_0D385","0D385","SIC 385 Ophthalmic Goods"
"SIC_0D3851","0D3851","SIC 3851 Ophthalmic goods"
"SIC_0D386","0D386","SIC 386 Photographic Equipment and Supplies"
"SIC_0D3861","0D3861","SIC 3861 Photographic equipment and supplies"
"SIC_0D387","0D387","SIC 387 Watches, Clocks, Watchcases & Parts"
"SIC_0D3873","0D3873","SIC 3873 Watches, clocks, watchcases & parts"
"SIC_0D39","0D39","SIC 39 Miscellaneous Manufacturing Industries"
"SIC_0D391","0D391","SIC 391 Jewelry, Silverware, and Plated Ware"
"SIC_0D3911","0D3911","SIC 3911 Jewelry, precious metal"
"SIC_0D3914","0D3914","SIC 3914 Silverware and plated ware"
"SIC_0D3915","0D3915","SIC 3915 Jewelers'' materials & lapidary work"
"SIC_0D393","0D393","SIC 393 Musical Instruments"
"SIC_0D3931","0D3931","SIC 3931 Musical instruments"
"SIC_0D394","0D394","SIC 394 Toys and Sporting Goods"
"SIC_0D3942","0D3942","SIC 3942 Dolls and stuffed toys"
"SIC_0D3944","0D3944","SIC 3944 Games, toys, and children''s vehicles"
"SIC_0D3949","0D3949","SIC 3949 Sporting and athletic goods, nec"
"SIC_0D395","0D395","SIC 395 Pens, Pencils, Office, & Art Supplies"
"SIC_0D3951","0D3951","SIC 3951 Pens and mechanical pencils"
"SIC_0D3952","0D3952","SIC 3952 Lead pencils and art goods"
"SIC_0D3953","0D3953","SIC 3953 Marking devices"
"SIC_0D3955","0D3955","SIC 3955 Carbon paper and inked ribbons"
"SIC_0D396","0D396","SIC 396 Costume Jewelry and Notions"
"SIC_0D3961","0D3961","SIC 3961 Costume jewelry"
"SIC_0D3962","0D3962","1972 SIC 3962 Artificial Flowers"
"SIC_0D3963","0D3963","1972 SIC 3963 Buttons"
"SIC_0D3964","0D3964","1972 SIC 3964 Needles, Pins, and Fasteners"
"SIC_0D3965","0D3965","SIC 3965 Fasteners, buttons, needles, & pins"
"SIC_0D399","0D399","SIC 399 Miscellaneous Manufactures"
"SIC_0D3991","0D3991","SIC 3991 Brooms and brushes"
"SIC_0D3993","0D3993","SIC 3993 Signs and advertising specialities"
"SIC_0D3995","0D3995","SIC 3995 Burial caskets"
"SIC_0D3996","0D3996","SIC 3996 Hard surface floor coverings, nec"
"SIC_0D3999","0D3999","SIC 3999 Manufacturing industries, nec"
"SIC_0E40","0E40","SIC 40 Railroad Transportation"
"SIC_0E401","0E401","SIC 401 Railroads"
"SIC_0E4011","0E4011","SIC 4011 Railroads, line-haul operating"
"SIC_0E4013","0E4013","SIC 4013 Switching and terminal services"
"SIC_0E404","0E404","1972 SIC 404 Railway Express Service"
"SIC_0E4041","0E4041","1972 SIC 4041 Railway Express Service"
"SIC_0E41","0E41","SIC 41 Local and Interurban Passenger Transit"
"SIC_0E411","0E411","SIC 411 Local and Suburban Transportation"
"SIC_0E4111","0E4111","SIC 4111 Local and suburban transit"
"SIC_0E4119","0E4119","SIC 4119 Local passenger transportation, nec"
"SIC_0E412","0E412","SIC 412 Taxicabs"
"SIC_0E4121","0E4121","SIC 4121 Taxicabs"
"SIC_0E413","0E413","SIC 413 Intercity and Rural Bus Transportation"
"SIC_0E4131","0E4131","SIC 4131 Intercity & rural bus transportation"
"SIC_0E414","0E414","SIC 414 Bus Charter Service"
"SIC_0E4141","0E4141","SIC 4141 Local bus charter service"
"SIC_0E4142","0E4142","SIC 4142 Bus charter service, except local"
"SIC_0E415","0E415","SIC 415 School Buses"
"SIC_0E4151","0E4151","SIC 4151 School buses"
"SIC_0E417","0E417","SIC 417 Bus Terminal and Service Facilities"
"SIC_0E4171","0E4171","1972 SIC 4171 Bus Terminal Facilities"
"SIC_0E4172","0E4172","1972 SIC 4172 Bus Service Facilities"
"SIC_0E4173","0E4173","SIC 4173 Bus terminal and service facilities"
"SIC_0E42","0E42","SIC 42 Trucking and Warehousing"
"SIC_0E421","0E421","SIC 421 Trucking & Courier Services, ex. Air"
"SIC_0E4210","0E4210","SIC 4210 Trucking & Courier Services, ex. Air"
"SIC_0E4212","0E4212","SIC 4212 Local trucking, without storage"
"SIC_0E4213","0E4213","SIC 4213 Trucking, except local"
"SIC_0E4214","0E4214","SIC 4214 Local trucking with storage"
"SIC_0E4215","0E4215","SIC 4215 Courier services, except by air"
"SIC_0E422","0E422","SIC 422 Public Warehousing and Storage"
"SIC_0E4221","0E4221","SIC 4221 Farm product warehousing and storage"
"SIC_0E4222","0E4222","SIC 4222 Refrigerated warehousing and storage"
"SIC_0E4224","0E4224","1972 SIC 4224 Household Goods Warehousing"
"SIC_0E4225","0E4225","SIC 4225 General warehousing and storage"
"SIC_0E4226","0E4226","SIC 4226 Special warehousing and storage, nec"
"SIC_0E423","0E423","SIC 423 Trucking Terminal Facilities"
"SIC_0E4231","0E4231","SIC 4231 Trucking terminal facilities"
"SIC_0E43","0E43","SIC 43 U.s. Postal Service"
"SIC_0E431","0E431","SIC 431 U.S. Postal Service"
"SIC_0E4311","0E4311","SIC 4311 U.S. Postal Service"
"SIC_0E44","0E44","SIC 44 Water Transportation"
"SIC_0E441","0E441","SIC 441 Deep Sea Foreign Trans. of Freight"
"SIC_0E4411","0E4411","1972 SIC 4411 Deep Sea Foreign Transportation"
"SIC_0E4412","0E4412","SIC 4412 Deep sea foreign trans. of freight"
"SIC_0E442","0E442","SIC 442 Deep Sea Domestic Trans. of Freight"
"SIC_0E4421","0E4421","1972 SIC 4421 Noncontiguous Area Transportation"
"SIC_0E4422","0E4422","1972 SIC 4422 Coastwise Transportation"
"SIC_0E4423","0E4423","1972 SIC 4423 Intercoastal Transportation"
"SIC_0E4424","0E4424","SIC 4424 Deep sea domestic trans. of freight"
"SIC_0E443","0E443","SIC 443 Freight Trans. on the Great Lakes"
"SIC_0E4431","0E4431","1972 SIC 4431 Great Lakes Transportation"
"SIC_0E4432","0E4432","SIC 4432 Freight trans. on the Great Lakes"
"SIC_0E444","0E444","SIC 444 Water Transportation of Freight, NEC"
"SIC_0E4441","0E4441","1972 SIC 4441 Transportation On Rivers and Canals"
"SIC_0E4449","0E4449","SIC 4449 Water transportation of freight, nec"
"SIC_0E445","0E445","1972 SIC 445 Local Water Trasportation"
"SIC_0E4452","0E4452","1972 SIC 4452 Ferries"
"SIC_0E4453","0E4453","1972 SIC 4453 Lighterage"
"SIC_0E4454","0E4454","1972 SIC 4454 Towing and Tugboat Service"
"SIC_0E4459","0E4459","1972 SIC 4459 Local Water Transportation, Nec"
"SIC_0E446","0E446","1972 SIC 446 Water Transportation Services"
"SIC_0E4463","0E4463","1972 SIC 4463 Marine Cargo Handling"
"SIC_0E4464","0E4464","1972 SIC 4464 Canal Operation"
"SIC_0E4469","0E4469","1972 SIC 4469 Water Transportation Services, Nec"
"SIC_0E448","0E448","SIC 448 Water Transportation of Passengers"
"SIC_0E4481","0E4481","SIC 4481 Deep sea passenger trans., ex. ferry"
"SIC_0E4482","0E4482","SIC 4482 Ferries"
"SIC_0E4489","0E4489","SIC 4489 Water passenger transportation, nec"
"SIC_0E449","0E449","SIC 449 Water Transportation Services"
"SIC_0E4491","0E4491","SIC 4491 Marine cargo handling"
"SIC_0E4492","0E4492","SIC 4492 Towing and tugboat service"
"SIC_0E4493","0E4493","SIC 4493 Marinas"
"SIC_0E4499","0E4499","SIC 4499 Water transportation services, nec"
"SIC_0E45","0E45","SIC 45 Transportation By Air"
"SIC_0E451","0E451","SIC 451 Air Transportation, Scheduled"
"SIC_0E4511","0E4511","1972 SIC 4511 Certificated Air Transportation"
"SIC_0E4512","0E4512","SIC 4512 Air transportation, scheduled"
"SIC_0E4513","0E4513","SIC 4513 Air courier services"
"SIC_0E452","0E452","SIC 452 Air Transportation, Nonscheduled"
"SIC_0E4521","0E4521","1972 SIC 4521 Noncertificated Air Transportation"
"SIC_0E4522","0E4522","SIC 4522 Air transportation, nonscheduled"
"SIC_0E458","0E458","SIC 458 Airports, Flying Fields, & Services"
"SIC_0E4581","0E4581","SIC 4581 Airports, flying fields, & services"
"SIC_0E4582","0E4582","1972 SIC 4582 Airports and Flying Fields"
"SIC_0E4583","0E4583","1972 SIC 4583 Airport Terminal Services"
"SIC_0E46","0E46","SIC 46 Pipelines, Except Natural Gas"
"SIC_0E461","0E461","SIC 461 Pipelines, Except Natural Gas"
"SIC_0E4612","0E4612","SIC 4612 Crude petroleum pipelines"
"SIC_0E4613","0E4613","SIC 4613 Refined petroleum pipelines"
"SIC_0E4619","0E4619","SIC 4619 Pipelines, nec"
"SIC_0E47","0E47","SIC 47 Transportation Services"
"SIC_0E471","0E471","1972 SIC 471 Freight Forwarding"
"SIC_0E4712","0E4712","1972 SIC 4712 Freight Forwarding"
"SIC_0E472","0E472","SIC 472 Passenger Transportation Arrangement"
"SIC_0E4722","0E4722","1972 SIC 4722 Passenger Transportation Arrangement"
"SIC_0E4723","0E4723","1972 SIC 4723 Freight Transportation Arrangement"
"SIC_0E4724","0E4724","SIC 4724 Travel agencies"
"SIC_0E4725","0E4725","SIC 4725 Tour operators"
"SIC_0E4729","0E4729","SIC 4729 Passenger transport arrangement, nec"
"SIC_0E473","0E473","SIC 473 Freight Transportation Arrangement"
"SIC_0E4731","0E4731","SIC 4731 Freight transportation arrangement"
"SIC_0E474","0E474","SIC 474 Rental of Railroad Cars"
"SIC_0E4741","0E4741","SIC 4741 Rental of railroad cars"
"SIC_0E4742","0E4742","1972 SIC 4742 Railroad Car Rental With Service"
"SIC_0E4743","0E4743","1972 SIC 4743 Railroad Car Rental Without Service"
"SIC_0E478","0E478","SIC 478 Miscellaneous Transportation Services"
"SIC_0E4782","0E4782","1972 SIC 4782 Inspection and Weighing Services"
"SIC_0E4783","0E4783","SIC 4783 Packing and crating"
"SIC_0E4784","0E4784","1972 SIC 4784 Fixed Facilities For Vehicles, Nec"
"SIC_0E4785","0E4785","SIC 4785 Inspection & fixed facilities"
"SIC_0E4789","0E4789","SIC 4789 Transportation services, nec"
"SIC_0E48","0E48","SIC 48 Communication"
"SIC_0E481","0E481","SIC 481 Telephone Communication"
"SIC_0E4811","0E4811","1972 SIC 4811 Telephone Communication"
"SIC_0E4812","0E4812","SIC 4812 Radiotelephone communications"
"SIC_0E4813","0E4813","SIC 4813 Telephone communications, exc. radio"
"SIC_0E482","0E482","SIC 482 Telegraph & Other Communications"
"SIC_0E4821","0E4821","1972 SIC 4821 Telegraph Communication"
"SIC_0E4822","0E4822","SIC 4822 Telegraph & other communications"
"SIC_0E483","0E483","SIC 483 Radio and Television Broadcasting"
"SIC_0E4832","0E4832","SIC 4832 Radio broadcasting stations"
"SIC_0E4833","0E4833","SIC 4833 Television broadcasting stations"
"SIC_0E484","0E484","SIC 484 Cable and Other Pay TV Services"
"SIC_0E4841","0E4841","SIC 4841 Cable and other pay TV services"
"SIC_0E489","0E489","SIC 489 Communication Services, NEC"
"SIC_0E4899","0E4899","SIC 4899 Communication services, nec"
"SIC_0E49","0E49","SIC 49 Electric, Gas, and Sanitary Services"
"SIC_0E491","0E491","SIC 491 Electric Services"
"SIC_0E4911","0E4911","SIC 4911 Electric services"
"SIC_0E492","0E492","SIC 492 Gas Production and Distribution"
"SIC_0E4922","0E4922","SIC 4922 Natural gas transmission"
"SIC_0E4923","0E4923","SIC 4923 Gas transmission and distribution"
"SIC_0E4924","0E4924","SIC 4924 Natural gas distribution"
"SIC_0E4925","0E4925","SIC 4925 Gas production and/or distribution"
"SIC_0E493","0E493","SIC 493 Combination Utility Services"
"SIC_0E4931","0E4931","SIC 4931 Electric and other services combined"
"SIC_0E4932","0E4932","SIC 4932 Gas and other services combined"
"SIC_0E4939","0E4939","SIC 4939 Combination utilities, nec"
"SIC_0E494","0E494","SIC 494 Water Supply"
"SIC_0E4941","0E4941","SIC 4941 Water supply"
"SIC_0E495","0E495","SIC 495 Sanitary Services"
"SIC_0E4952","0E4952","SIC 4952 Sewerage systems"
"SIC_0E4953","0E4953","SIC 4953 Refuse systems"
"SIC_0E4959","0E4959","SIC 4959 Sanitary services, nec"
"SIC_0E496","0E496","SIC 496 Steam and Air-Conditioning Supply"
"SIC_0E4961","0E4961","SIC 4961 Steam and air-conditioning supply"
"SIC_0E497","0E497","SIC 497 Irrigation Systems"
"SIC_0E4971","0E4971","SIC 4971 Irrigation systems"
"SIC_0F50","0F50","SIC 50 Wholesale Trade Durable Goods"
"SIC_0F501","0F501","SIC 501 Motor Vehicles, Parts, and Supplies"
"SIC_0F5012","0F5012","SIC 5012 Automobiles and other motor vehicles"
"SIC_0F5013","0F5013","SIC 5013 Motor vehicle supplies and new parts"
"SIC_0F5014","0F5014","SIC 5014 Tires and tubes"
"SIC_0F5015","0F5015","SIC 5015 Motor vehicle parts, used"
"SIC_0F502","0F502","SIC 502 Furniture and Homefurnishings"
"SIC_0F5021","0F5021","SIC 5021 Furniture"
"SIC_0F5023","0F5023","SIC 5023 Homefurnishings"
"SIC_0F503","0F503","SIC 503 Lumber and Construction Materials"
"SIC_0F5031","0F5031","SIC 5031 Lumber, plywood, and millwork"
"SIC_0F5032","0F5032","SIC 5032 Brick, stone, & related materials"
"SIC_0F5033","0F5033","SIC 5033 Roofing, siding, & insulation"
"SIC_0F5039","0F5039","SIC 5039 Construction materials, nec"
"SIC_0F504","0F504","SIC 504 Professional & Commercial Equipment"
"SIC_0F5041","0F5041","1972 SIC 5041 Sporting and Recreational Goods"
"SIC_0F5042","0F5042","1972 SIC 5042 Toys and Hobby Goods and Supplies"
"SIC_0F5043","0F5043","SIC 5043 Photographic equipment and supplies"
"SIC_0F5044","0F5044","SIC 5044 Office equipment"
"SIC_0F5045","0F5045","SIC 5045 Computers, peripherals & software"
"SIC_0F5046","0F5046","SIC 5046 Commercial equipment, nec"
"SIC_0F5047","0F5047","SIC 5047 Medical and hospital equipment"
"SIC_0F5048","0F5048","SIC 5048 Ophthalmic goods"
"SIC_0F5049","0F5049","SIC 5049 Professional equipment, nec"
"SIC_0F505","0F505","SIC 505 Metals and Minerals, Except Petroleum"
"SIC_0F5051","0F5051","SIC 5051 Metals service centers and offices"
"SIC_0F5052","0F5052","SIC 5052 Coal and other minerals and ores"
"SIC_0F506","0F506","SIC 506 Electrical Goods"
"SIC_0F5063","0F5063","SIC 5063 Electrical apparatus and equipment"
"SIC_0F5064","0F5064","SIC 5064 Electrical appliances, TV & radios"
"SIC_0F5065","0F5065","SIC 5065 Electronic parts and equipment"
"SIC_0F507","0F507","SIC 507 Hardware, Plumbing & Heating Equipment"
"SIC_0F5072","0F5072","SIC 5072 Hardware"
"SIC_0F5074","0F5074","SIC 5074 Plumbing & hydronic heating supplies"
"SIC_0F5075","0F5075","SIC 5075 Warm air heating & air-conditioning"
"SIC_0F5078","0F5078","SIC 5078 Refrigeration equipment and supplies"
"SIC_0F508","0F508","SIC 508 Machinery, Equipment, and Supplies"
"SIC_0F5081","0F5081","1972 SIC 5081 Commercial Machines and Equipment"
"SIC_0F5082","0F5082","SIC 5082 Construction and mining machinery"
"SIC_0F5083","0F5083","SIC 5083 Farm and garden machinery"
"SIC_0F5084","0F5084","SIC 5084 Industrial machinery and equipment"
"SIC_0F5085","0F5085","SIC 5085 Industrial supplies"
"SIC_0F5086","0F5086","1972 SIC 5086 Professional Equipment and Supplies"
"SIC_0F5087","0F5087","SIC 5087 Service establishment equipment"
"SIC_0F5088","0F5088","SIC 5088 Transportation equipment & supplies"
"SIC_0F509","0F509","SIC 509 Miscellaneous Durable Goods"
"SIC_0F5091","0F5091","SIC 5091 Sporting & recreational goods"
"SIC_0F5092","0F5092","SIC 5092 Toys and hobby goods and supplies"
"SIC_0F5093","0F5093","SIC 5093 Scrap and waste materials"
"SIC_0F5094","0F5094","SIC 5094 Jewelry & precious stones"
"SIC_0F5099","0F5099","SIC 5099 Durable goods, nec"
"SIC_0F51","0F51","SIC 51 Wholesale Trade Nondurable Goods"
"SIC_0F511","0F511","SIC 511 Paper and Paper Products"
"SIC_0F5111","0F5111","SIC 5111 Printing and writing paper"
"SIC_0F5112","0F5112","SIC 5112 Stationery and office supplies"
"SIC_0F5113","0F5113","SIC 5113 Industrial & personal service paper"
"SIC_0F512","0F512","SIC 512 Drugs, Proprietaries, and Sundries"
"SIC_0F5122","0F5122","SIC 5122 Drugs, proprietaries, and sundries"
"SIC_0F513","0F513","SIC 513 Apparel, Piece Goods, and Notions"
"SIC_0F5130","0F5130","1972 SIC 513 Apparel, Piece Goods, and Notions"
"SIC_0F5131","0F5131","SIC 5131 Piece goods & notions"
"SIC_0F5133","0F5133","1972 SIC 5133 Piece Goods"
"SIC_0F5134","0F5134","1972 SIC 5134 Notions and Other Dry Goods"
"SIC_0F5136","0F5136","SIC 5136 Men''s and boys'' clothing"
"SIC_0F5137","0F5137","SIC 5137 Women''s and children''s clothing"
"SIC_0F5139","0F5139","SIC 5139 Footwear"
"SIC_0F514","0F514","SIC 514 Groceries and Related Products"
"SIC_0F5141","0F5141","SIC 5141 Groceries, general line"
"SIC_0F5142","0F5142","SIC 5142 Packaged frozen foods"
"SIC_0F5143","0F5143","SIC 5143 Dairy products, exc. dried or canned"
"SIC_0F5144","0F5144","SIC 5144 Poultry and poultry products"
"SIC_0F5145","0F5145","SIC 5145 Confectionery"
"SIC_0F5146","0F5146","SIC 5146 Fish and seafoods"
"SIC_0F5147","0F5147","SIC 5147 Meats and meat products"
"SIC_0F5148","0F5148","SIC 5148 Fresh fruits and vegetables"
"SIC_0F5149","0F5149","SIC 5149 Groceries and related products, nec"
"SIC_0F515","0F515","SIC 515 Farm-Product Raw Materials"
"SIC_0F5152","0F5152","1972 SIC 5152 Cotton"
"SIC_0F5153","0F5153","SIC 5153 Grain and field beans"
"SIC_0F5154","0F5154","SIC 5154 Livestock"
"SIC_0F5159","0F5159","SIC 5159 Farm-product raw materials, nec"
"SIC_0F516","0F516","SIC 516 Chemicals and Allied Products"
"SIC_0F5161","0F5161","1972 SIC 5161 Chemicals and Allied Products"
"SIC_0F5162","0F5162","SIC 5162 Plastics materials & basic shapes"
"SIC_0F5169","0F5169","SIC 5169 Chemicals & allied products, nec"
"SIC_0F517","0F517","SIC 517 Petroleum and Petroleum Products"
"SIC_0F5171","0F5171","SIC 5171 Petroleum bulk stations & terminals"
"SIC_0F5172","0F5172","SIC 5172 Petroleum products, nec"
"SIC_0F518","0F518","SIC 518 Beer, Wine, and Distilled Beverages"
"SIC_0F5181","0F5181","SIC 5181 Beer and ale"
"SIC_0F5182","0F5182","SIC 5182 Wine and distilled beverages"
"SIC_0F519","0F519","SIC 519 Misc. Nondurable Goods"
"SIC_0F5191","0F5191","SIC 5191 Farm supplies"
"SIC_0F5192","0F5192","SIC 5192 Books, periodicals, & newspapers"
"SIC_0F5193","0F5193","SIC 5193 Flowers & florists'' supplies"
"SIC_0F5194","0F5194","SIC 5194 Tobacco and tobacco products"
"SIC_0F5198","0F5198","SIC 5198 Paints, varnishes, and supplies"
"SIC_0F5199","0F5199","SIC 5199 Nondurable goods, nec"
"SIC_0G52","0G52","SIC 52 Building Materials & Garden Supplies"
"SIC_0G521","0G521","SIC 521 Lumber and Other Building Materials"
"SIC_0G5211","0G5211","SIC 5211 Lumber and other building materials"
"SIC_0G523","0G523","SIC 523 Paint, Glass, and Wallpaper Stores"
"SIC_0G5231","0G5231","SIC 5231 Paint, glass, and wallpaper stores"
"SIC_0G525","0G525","SIC 525 Hardware Stores"
"SIC_0G5251","0G5251","SIC 5251 Hardware stores"
"SIC_0G526","0G526","SIC 526 Retail Nurseries and Garden Stores"
"SIC_0G5261","0G5261","SIC 5261 Retail nurseries and garden stores"
"SIC_0G527","0G527","SIC 527 Mobile Home Dealers"
"SIC_0G5271","0G5271","SIC 5271 Mobile home dealers"
"SIC_0G53","0G53","SIC 53 General Merchandise Stores"
"SIC_0G531","0G531","SIC 531 Department Stores"
"SIC_0G5311","0G5311","SIC 5311 Department stores"
"SIC_0G533","0G533","SIC 533 Variety Stores"
"SIC_0G5331","0G5331","SIC 5331 Variety stores"
"SIC_0G539","0G539","SIC 539 Misc. General Merchandise Stores"
"SIC_0G5399","0G5399","SIC 5399 Misc. general merchandise stores"
"SIC_0G54","0G54","SIC 54 Food Stores"
"SIC_0G541","0G541","SIC 541 Grocery Stores"
"SIC_0G5411","0G5411","SIC 5411 Grocery stores"
"SIC_0G542","0G542","SIC 542 Meat and Fish Markets"
"SIC_0G5421","0G5421","SIC 5421 Meat and fish markets"
"SIC_0G5422","0G5422","1972 SIC 5422 Freezer and Locker Meat Provisioners"
"SIC_0G5423","0G5423","1972 SIC 5423 Meat and Fish (Seafood) Markets"
"SIC_0G543","0G543","SIC 543 Fruit and Vegetable Markets"
"SIC_0G5431","0G5431","SIC 5431 Fruit and vegetable markets"
"SIC_0G544","0G544","SIC 544 Candy, Nut, and Confectionery Stores"
"SIC_0G5441","0G5441","SIC 5441 Candy, nut, and confectionery stores"
"SIC_0G545","0G545","SIC 545 Dairy Products Stores"
"SIC_0G5451","0G5451","SIC 5451 Dairy products stores"
"SIC_0G546","0G546","SIC 546 Retail Bakeries"
"SIC_0G5461","0G5461","SIC 5461 Retail bakeries"
"SIC_0G5462","0G5462","1972 SIC 5462 Retail Bakeries-Baking and Selling"
"SIC_0G5463","0G5463","1972 SIC 5463 Retail Bakeries-Selling Only"
"SIC_0G549","0G549","SIC 549 Miscellaneous Food Stores"
"SIC_0G5499","0G5499","SIC 5499 Miscellaneous food stores"
"SIC_0G55","0G55","SIC 55 Automotive Dealers & Service Stations"
"SIC_0G551","0G551","SIC 551 New and Used Car Dealers"
"SIC_0G5511","0G5511","SIC 5511 New and used car dealers"
"SIC_0G552","0G552","SIC 552 Used Car Dealers"
"SIC_0G5521","0G5521","SIC 5521 Used car dealers"
"SIC_0G553","0G553","SIC 553 Auto and Home Supply Stores"
"SIC_0G5531","0G5531","SIC 5531 Auto and home supply stores"
"SIC_0G554","0G554","SIC 554 Gasoline Service Stations"
"SIC_0G5541","0G5541","SIC 5541 Gasoline service stations"
"SIC_0G555","0G555","SIC 555 Boat Dealers"
"SIC_0G5551","0G5551","SIC 5551 Boat dealers"
"SIC_0G556","0G556","SIC 556 Recreational Vehicle Dealers"
"SIC_0G5561","0G5561","SIC 5561 Recreational vehicle dealers"
"SIC_0G557","0G557","SIC 557 Motorcycle Dealers"
"SIC_0G5571","0G5571","SIC 5571 Motorcycle dealers"
"SIC_0G559","0G559","SIC 559 Automotive Dealers, NEC"
"SIC_0G5599","0G5599","SIC 5599 Automotive dealers, nec"
"SIC_0G56","0G56","SIC 56 Apparel and Accessory Stores"
"SIC_0G561","0G561","SIC 561 Men''s & Boys'' Clothing Stores"
"SIC_0G5611","0G5611","SIC 5611 Men''s & boys'' clothing stores"
"SIC_0G562","0G562","SIC 562 Women''s Clothing Stores"
"SIC_0G5621","0G5621","SIC 5621 Women''s clothing stores"
"SIC_0G563","0G563","SIC 563 Women''s Accessory & Specialty Stores"
"SIC_0G5631","0G5631","1972 SIC 5631 Women's Accessory and Specialty Stores"
"SIC_0G5632","0G5632","SIC 5632 Women''s accessory & specialty stores"
"SIC_0G564","0G564","SIC 564 Children''s and Infants'' Wear Stores"
"SIC_0G5641","0G5641","SIC 5641 Children''s and infants'' wear stores"
"SIC_0G565","0G565","SIC 565 Family Clothing Stores"
"SIC_0G5651","0G5651","SIC 5651 Family clothing stores"
"SIC_0G566","0G566","SIC 566 Shoe Stores"
"SIC_0G5661","0G5661","SIC 5661 Shoe stores"
"SIC_0G568","0G568","1972 SIC 568 Furriers and Fur Shops"
"SIC_0G5681","0G5681","1972 SIC 5681 Furriers and Fur Shops"
"SIC_0G569","0G569","SIC 569 Misc. Apparel & Accessory Stores"
"SIC_0G5699","0G5699","SIC 5699 Misc. apparel & accessory stores"
"SIC_0G57","0G57","SIC 57 Furniture and Homefurnishings Stores"
"SIC_0G571","0G571","SIC 571 Furniture and Homefurnishings Stores"
"SIC_0G5712","0G5712","SIC 5712 Furniture stores"
"SIC_0G5713","0G5713","SIC 5713 Floor covering stores"
"SIC_0G5714","0G5714","SIC 5714 Drapery and upholstery stores"
"SIC_0G5719","0G5719","SIC 5719 Misc. homefurnishings stores"
"SIC_0G572","0G572","SIC 572 Household Appliance Stores"
"SIC_0G5722","0G5722","SIC 5722 Household appliance stores"
"SIC_0G573","0G573","SIC 573 Radio, Television, & Computer Stores"
"SIC_0G5731","0G5731","SIC 5731 Radio, TV, & electronic stores"
"SIC_0G5732","0G5732","1972 SIC 5732 Radio and Television Stores"
"SIC_0G5733","0G5733","1972 SIC 5733 Music Stores"
"SIC_0G5734","0G5734","SIC 5734 Computer and software stores"
"SIC_0G5735","0G5735","SIC 5735 Record & prerecorded tape stores"
"SIC_0G5736","0G5736","SIC 5736 Musical instrument stores"
"SIC_0G58","0G58","SIC 58 Eating and Drinking Places"
"SIC_0G581","0G581","SIC 581 Eating and Drinking Places"
"SIC_0G5810","0G5810","SIC 5810 Eating and Drinking Places"
"SIC_0G5812","0G5812","SIC 5812 Eating places"
"SIC_0G5813","0G5813","SIC 5813 Drinking places"
"SIC_0G59","0G59","SIC 59 Miscellaneous Retail"
